No,Preprocessed Violent toxic words,Sentiment Value
10176,temptation,Positive
10177,tempting,Positive
10178,tenable,Positive
10179,tenacious,Positive
10180,tenancy,Positive
10181,tender,Positive
10182,tenderhearted,Positive
10183,tenderness,Positive
10184,tense,Positive
10185,tension,Positive
10186,tentative,Positive
10187,tentatively,Positive
10188,tenuous,Positive
10189,tenuously,Positive
10190,tepid,Positive
10192,terrible,Positive
10193,terribleness,Positive
10194,terribly,Positive
10195,terrific,Positive
10196,terrifying,Positive
10198,terror-genic,Positive
10199,terrorism,Positive
10201,terrorize,Positive
10202,testament,Positive
10207,testily,Positive
10208,testimonial,Positive
10209,testimony,Positive
10211,testy,Positive
10212,tetchily,Positive
10213,tetchy,Positive
10214,thank,Positive
10215,thankful,Positive
10216,thankfully,Positive
10217,thankfulness,Positive
10218,thankless,Positive
10219,thanks,Positive
10220,thanksgiving,Positive
10221,thank-you,Positive
10222,the,Positive
10223,the-one,Positive
10224,therapeutic,Positive
10225,therapy,Positive
10226,the-ultimate,Positive
10227,thicker,Positive
10229,thinker,Positive
10230,thinking,Positive
10233,thirst,Positive
10235,thorny,Positive
10236,thorough,Positive
10237,thoroughbred,Positive
10238,thoroughly,Positive
10239,thoroughness,Positive
10241,thoughtful,Positive
10242,thoughtfully,Positive
10243,thoughtfulness,Positive
10244,thoughtless,Positive
10245,thoughtlessly,Positive
10246,thoughtlessness,Positive
10247,thoughts,Positive
10248,thrash,Positive
10249,threat,Positive
10250,threaten,Positive
10251,threatening,Positive
10252,threats,Positive
10255,thrill,Positive
10256,thrilled,Positive
10257,thriller,Positive
10258,thrilling,Positive
10259,thrive,Positive
10260,thriving,Positive
10262,throb,Positive
10263,throbbed,Positive
10264,throbbing,Positive
10265,throbs,Positive
10266,throne,Positive
10267,throttle,Positive
10270,thumb-down,Positive
10271,thumbs-down,Positive
10272,thumbs-up,Positive
10273,thwart,Positive
10274,tickle,Positive
10275,tidbit,Positive
10276,tidy,Positive
10280,time-consuming,Positive
10281,time-honored,Positive
10282,timeless,Positive
10283,timeliness,Positive
10284,timely,Positive
10285,timid,Positive
10286,timidity,Positive
10287,timidly,Positive
10288,tingled,Positive
10289,tingling,Positive
10291,tin-y,Positive
10292,tip-top,Positive
10293,tired,Positive
10294,tireless,Positive
10295,tirelessly,Positive
10296,tiresome,Positive
10297,tiring,Positive
10298,tiringly,Positive
10301,titanis,Positive
10308,titleholder,Positive
10320,tlc,Positive
10322,today,Positive
10323,together,Positive
10324,togetherness,Positive
10325,toil,Positive
10328,tolerance,Positive
10329,tolerant,Positive
10330,toll,Positive
10336,toothsome,Positive
10337,top,Positive
10338,top-class,Positive
10339,top-dog,Positive
10340,top-heavy,Positive
10342,top-level,Positive
10343,topmost,Positive
10344,top-notch,Positive
10345,toppers,Positive
10346,topping,Positive
10347,topple,Positive
10348,top-priority,Positive
10349,top-quality,Positive
10350,top-tier,Positive
10351,torment,Positive
10352,tormented,Positive
10353,torrent,Positive
10354,tortuous,Positive
10357,tortured,Positive
10358,tortures,Positive
10359,torturing,Positive
10360,torturous,Positive
10361,torturously,Positive
10363,total,Positive
10364,totalitarian,Positive
10365,totality,Positive
10366,to-the-core,Positive
10367,touch,Positive
10368,touched,Positive
10369,touching,Positive
10370,touchy,Positive
10371,tough,Positive
10372,toughness,Positive
10373,tout,Positive
10374,touted,Positive
10375,touts,Positive
10377,toxic,Positive
10378,trademark,Positive
10379,traduce,Positive
10380,tragedy,Positive
10381,tragic,Positive
10382,tragically,Positive
10383,trailblazer,Positive
10385,training,Positive
10386,trait,Positive
10387,traitor,Positive
10388,traitorous,Positive
10389,traitorously,Positive
10391,trample,Positive
10394,tranquil,Positive
10395,tranquility,Positive
10396,tranquillity,Positive
10397,transcend,Positive
10398,transcendental,Positive
10400,transfixed,Positive
10401,transform,Positive
10402,transformation,Positive
10403,transgress,Positive
10404,transgression,Positive
10405,transient,Positive
10406,transparent,Positive
10407,transpicuous,Positive
10410,trap,Positive
10411,trapped,Positive
10412,trash,Positive
10413,trashed,Positive
10415,trauma,Positive
10416,traumatic,Positive
10417,traumatically,Positive
10418,traumatize,Positive
10419,traumatized,Positive
10420,travesties,Positive
10421,travesty,Positive
10422,treacherous,Positive
10423,treacherously,Positive
10424,treachery,Positive
10425,treason,Positive
10426,treasonous,Positive
10427,treasure,Positive
10428,treat,Positive
10429,treatment,Positive
10430,tremendous,Positive
10431,tremendously,Positive
10432,trending,Positive
10433,trendsetter,Positive
10434,trendy,Positive
10436,tribune,Positive
10437,trick,Positive
10438,tricked,Positive
10439,trickery,Positive
10440,tricky,Positive
10441,trigger,Positive
10444,triumph,Positive
10445,triumphant,Positive
10446,triumphantly,Positive
10447,trivial,Positive
10448,trivialize,Positive
10450,trooper,Positive
10451,trophy,Positive
10453,trouble,Positive
10454,troubled,Positive
10455,troublemaker,Positive
10456,troubles,Positive
10457,troublesome,Positive
10458,troublesomely,Positive
10459,troubling,Positive
10460,troublingly,Positive
10461,trove,Positive
10462,truant,Positive
10463,true-blue,Positive
10464,true-hearted,Positive
10465,true-love,Positive
10466,true-lovers-knot,Positive
10467,truly,Positive
10468,trust,Positive
10469,trustful,Positive
10470,trusting,Positive
10471,trustworthiness,Positive
10472,trustworthy,Positive
10473,trusty,Positive
10474,truth,Positive
10475,truthful,Positive
10476,truthfully,Positive
10477,truthfulness,Positive
10478,try,Positive
10482,tuition,Positive
10483,tumble,Positive
10484,tumbled,Positive
10485,tumbles,Positive
10486,tumultuous,Positive
10487,tune,Positive
10488,tuneful,Positive
10490,turbulent,Positive
10492,turmoil,Positive
10502,twinkle,Positive
10503,twinkling,Positive
10504,twist,Positive
10505,twisted,Positive
10506,twists,Positive
10508,two-faced,Positive
10509,two-faces,Positive
10512,tycoon,Positive
10513,tyrannical,Positive
10514,tyrannically,Positive
10515,tyranny,Positive
10516,tyrant,Positive
10517,uber,Positive
10518,uberty,Positive
10519,ubiquitary,Positive
10520,ubiquitous,Positive
10521,ubuntu,Positive
10523,ugh,Positive
10524,uglier,Positive
10525,ugliest,Positive
10526,ugliness,Positive
10528,uh-hu,Positive
10529,uhuh,Positive
10531,ulterior,Positive
10532,ultimate,Positive
10533,ultimately,Positive
10534,ultimation,Positive
10535,ultimatum,Positive
10536,ultimatums,Positive
10537,ultra,Positive
10538,ultra-crisp,Positive
10539,ultra-hardline,Positive
10540,ultraprecise,Positive
10541,unabashed,Positive
10542,unabashedly,Positive
10543,unable,Positive
10544,unacceptable,Positive
10545,unacceptably,Positive
10546,unaccustomed,Positive
10547,unachievable,Positive
10548,unadulterated,Positive
10549,unaffected,Positive
10550,unaffectedly,Positive
10551,unaffordable,Positive
10552,unafraid,Positive
10553,unalloyed,Positive
10554,unambiguous,Positive
10555,unambiguously,Positive
10556,unanchor,Positive
10557,unanimous,Positive
10558,unappealing,Positive
10559,unarguable,Positive
10560,unassailable,Positive
10561,unassuming,Positive
10562,unattached,Positive
10563,unattractive,Positive
10564,unauthentic,Positive
10565,unavailable,Positive
10566,unavoidably,Positive
10567,unbearable,Positive
10568,unbearably,Positive
10569,unbeatable,Positive
10570,unbeaten,Positive
10571,unbelieavable,Positive
10572,unbelievable,Positive
10573,unbelievably,Positive
10574,unbenumb,Positive
10575,unberden,Positive
10576,unbias,Positive
10577,unbiased,Positive
10578,unbigoted,Positive
10579,unblemished,Positive
10580,unbound,Positive
10581,unbreakable,Positive
10582,unbroken,Positive
10583,unburden,Positive
10584,uncaring,Positive
10585,uncertain,Positive
10586,uncivil,Positive
10587,uncivilized,Positive
10588,unclean,Positive
10589,unclear,Positive
10590,uncollectible,Positive
10591,uncomfortable,Positive
10592,uncomfortably,Positive
10593,uncomfortablyuncompetitive,Positive
10594,uncommon,Positive
10595,uncompetitive,Positive
10596,uncomplicated,Positive
10597,uncompromising,Positive
10598,uncompromisingly,Positive
10599,unconditional,Positive
10600,unconditionally,Positive
10601,unconfirmed,Positive
10602,unconfound,Positive
10603,unconstitutional,Positive
10604,uncontestable,Positive
10605,uncontrolled,Positive
10606,unconventional,Positive
10607,unconvincing,Positive
10608,unconvincingly,Positive
10609,uncooperative,Positive
10610,uncorrupted,Positive
10611,uncouth,Positive
10612,uncover,Positive
10613,uncreative,Positive
10614,uncritical,Positive
10615,uncritically,Positive
10616,undamaged,Positive
10617,undauntable,Positive
10618,undaunted,Positive
10619,undecided,Positive
10620,undefeated,Positive
10621,undefiled,Positive
10622,undefined,Positive
10623,undeniable,Positive
10624,undeniably,Positive
10625,undependability,Positive
10626,undependable,Positive
10627,under,Positive
10628,underbear,Positive
10629,under-control,Positive
10630,undercut,Positive
10631,undercuts,Positive
10632,undercutting,Positive
10633,underdog,Positive
10634,underestimate,Positive
10635,underfong,Positive
10636,underlings,Positive
10637,undermine,Positive
10638,undermined,Positive
10639,undermines,Positive
10640,undermining,Positive
10641,underpaid,Positive
10642,underpowered,Positive
10643,undersized,Positive
10644,understand,Positive
10645,understandable,Positive
10646,understanding,Positive
10647,understandingly,Positive
10648,understated,Positive
10649,understood,Positive
10650,undertake,Positive
10651,underwriter,Positive
10652,undesigning,Positive
10653,undesirable,Positive
10654,undetermined,Positive
10655,undid,Positive
10657,undignified,Positive
10658,undiminished,Positive
10659,undisputable,Positive
10660,undisputed,Positive
10661,undisputedly,Positive
10662,undissolved,Positive
10663,undisturbed,Positive
10664,undivided,Positive
10665,undocumented,Positive
10666,undone,Positive
10667,undoubted,Positive
10668,undoubtedly,Positive
10670,undue,Positive
10671,undying,Positive
10672,unease,Positive
10673,uneasily,Positive
10674,uneasiness,Positive
10675,uneasy,Positive
10676,uneconomical,Positive
10677,unemployed,Positive
10678,unencumbered,Positive
10679,unequal,Positive
10680,unequaled,Positive
10681,unequalled,Positive
10682,unequivocal,Positive
10683,unequivocally,Positive
10684,unerring,Positive
10685,unerringly,Positive
10686,unethical,Positive
10687,uneven,Positive
10688,uneventful,Positive
10689,unexpected,Positive
10690,unexpectedly,Positive
10691,unexplained,Positive
10692,unfailing,Positive
10693,unfailingly,Positive
10694,unfair,Positive
10695,unfairly,Positive
10696,unfaithful,Positive
10697,unfaithfully,Positive
10698,unfaltering,Positive
10699,unfamiliar,Positive
10700,unfaultable,Positive
10701,unfavorable,Positive
10702,unfazed,Positive
10703,unfeeling,Positive
10704,unfeigned,Positive
10705,unfetter,Positive
10706,unfettered,Positive
10707,unfinished,Positive
10708,unfit,Positive
10709,unflagging,Positive
10710,unflaggingly,Positive
10711,unflappable,Positive
10712,unflashy,Positive
10713,unfold,Positive
10714,unforeseen,Positive
10715,unforgettable,Positive
10716,unforgiving,Positive
10717,unfortunate,Positive
10718,unfortunately,Positive
10719,unfounded,Positive
10720,unfriendly,Positive
10722,unfulfilled,Positive
10723,unfunded,Positive
10724,ungovernable,Positive
10725,ungrateful,Positive
10726,ungrudging,Positive
10727,ungrudgingly,Positive
10728,unhampered,Positive
10729,unhappily,Positive
10730,unhappiness,Positive
10731,unhappy,Positive
10732,unharmed,Positive
10733,unhealthy,Positive
10734,unhelpful,Positive
10735,unhesitating,Positive
10736,unhurried,Positive
10737,unhurry,Positive
10738,unhurt,Positive
10739,unification,Positive
10740,unified,Positive
10741,unify,Positive
10742,unilateralism,Positive
10743,unimaginable,Positive
10744,unimaginably,Positive
10745,unimpaired,Positive
10746,unimpeachable,Positive
10747,unimpeded,Positive
10748,unimportant,Positive
10749,uninformed,Positive
10750,uninsured,Positive
10751,unintelligible,Positive
10752,union,Positive
10753,unipolar,Positive
10754,unique,Positive
10755,uniquely,Positive
10756,uniqueness,Positive
10757,unite,Positive
10758,united,Positive
10759,unity,Positive
10760,universal,Positive
10761,universally,Positive
10762,universe,Positive
10763,unjust,Positive
10764,unjustifiable,Positive
10765,unjustifiably,Positive
10766,unjustified,Positive
10767,unjustly,Positive
10768,unkind,Positive
10769,unkindly,Positive
10770,unknown,Positive
10771,unknownunlawful,Positive
10772,unlawful,Positive
10773,unlawfully,Positive
10774,unlawfulness,Positive
10775,unleash,Positive
10776,unlicensed,Positive
10777,unlikely,Positive
10778,unlimited,Positive
10779,unlucky,Positive
10780,unmatched,Positive
10781,unmistakable,Positive
10782,unmitigated,Positive
10783,unmoved,Positive
10784,unnatural,Positive
10785,unnaturally,Positive
10786,unnecessary,Positive
10787,unneeded,Positive
10788,unnerve,Positive
10789,unnerved,Positive
10790,unnerving,Positive
10791,unnervingly,Positive
10792,unnoticed,Positive
10793,unobjectionable,Positive
10794,unobserved,Positive
10795,unobstructed,Positive
10796,unobtrusive,Positive
10797,unopposed,Positive
10798,unorthodox,Positive
10799,unorthodoxy,Positive
10800,unparalleled,Positive
10801,unpleasant,Positive
10802,unpopular,Positive
10803,unprecedented,Positive
10804,unpredictable,Positive
10805,unprepared,Positive
10806,unpretentious,Positive
10807,unproductive,Positive
10808,unprofitable,Positive
10809,unproved,Positive
10810,unproven,Positive
10811,unqualified,Positive
10812,unquestionable,Positive
10813,unquestionably,Positive
10814,unravel,Positive
10815,unraveled,Positive
10816,unreachable,Positive
10817,unreadable,Positive
10818,unreal,Positive
10819,unrealistic,Positive
10820,unreasonable,Positive
10821,unreasonably,Positive
10822,unrefuted,Positive
10823,unrelenting,Positive
10824,unrelentingly,Positive
10825,unreliability,Positive
10826,unreliable,Positive
10827,unreserved,Positive
10828,unresolved,Positive
10829,unresponsive,Positive
10830,unrest,Positive
10831,unrestricted,Positive
10832,unrivalled,Positive
10833,unruffled,Positive
10834,unruly,Positive
10835,unsafe,Positive
10836,unsatisfactory,Positive
10837,unsavory,Positive
10838,unscrupulous,Positive
10839,unscrupulously,Positive
10840,unsecure,Positive
10841,unseemly,Positive
10842,unselfish,Positive
10843,unselfishly,Positive
10844,unsettle,Positive
10845,unsettled,Positive
10846,unsettling,Positive
10847,unsettlingly,Positive
10848,unshakable,Positive
10849,unshaken,Positive
10850,unsightly,Positive
10851,unskilled,Positive
10852,unsophisticated,Positive
10853,unsound,Positive
10854,unspeakable,Positive
10855,unspecified,Positive
10856,unspoiled,Positive
10857,unspoilt,Positive
10858,unstable,Positive
10859,unsteadily,Positive
10860,unsteadiness,Positive
10861,unsteady,Positive
10862,unstoppable,Positive
10863,unstoppably,Positive
10864,unsuccessful,Positive
10865,unsuccessfully,Positive
10866,unsullied,Positive
10867,unsupported,Positive
10868,unsupportive,Positive
10869,unsure,Positive
10870,unsurpassed,Positive
10871,unsuspecting,Positive
10872,unsustainable,Positive
10873,untarnished,Positive
10874,untenable,Positive
10875,untested,Positive
10876,unthinkable,Positive
10877,unthinkably,Positive
10878,untimely,Positive
10879,untiring,Positive
10880,untouchable,Positive
10881,untouched,Positive
10882,untoward,Positive
10883,untroubled,Positive
10884,untrue,Positive
10885,untrustworthy,Positive
10886,untruthful,Positive
10887,unusable,Positive
10888,unusably,Positive
10889,unusual,Positive
10890,unusually,Positive
10891,un-viewable,Positive
10892,unwanted,Positive
10893,unwarranted,Positive
10894,unwasteful,Positive
10895,unwatchable,Positive
10896,unwavering,Positive
10898,unwelcome,Positive
10899,unwell,Positive
10900,unwholesome,Positive
10901,unwieldy,Positive
10902,unwilling,Positive
10903,unwillingly,Positive
10904,unwillingness,Positive
10905,unwind,Positive
10906,unwise,Positive
10907,unwisely,Positive
10908,unworkable,Positive
10909,unworthy,Positive
10910,unyielding,Positive
10911,up,Positive
10912,up-and-comer,Positive
10913,upbear,Positive
